Supply_station,Sale_location,Postal_code,Municipality,Region,Type,Supertype,Sale_type,Quantity,Quantity_tons,Year,Use_category,Domestic_international,Comment,Ship_category,Use_category_eng,Population_region,Population_munic
Akranes,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,6766,5.85259,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,271
Akranes,Reykhólar,380,Reykhólahreppur,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,3286,2.84239,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,271
Reykjavík,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,80980,70.04769999999999,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,271
Reykjavík,Reykhólar,380,Reykhólahreppur,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,278014,240.48210999999998,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,271
Akranes,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala utan svæðis - flj.,7222,6.24703,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Reykjavík,Bjarkarlundur,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,0,0,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Reykjavík,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,0,0,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Reykjavík,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala utan svæðis - flj.,569,0.492185,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Reykjavík,Reykhólar,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,0,0,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Reykjavík,Reykhólar,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala utan svæðis - flj.,36571,31.633915000000002,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Reykjavík,Reykhólar,380,Reykhólahreppur,Vestfirðir,Skipagasolía,Gasolía,Sala utan svæðis - flj.,3385,2.928025,2011,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,6964,271
Reykjavík,Reykhólar,380,Reykhólahreppur,Vestfirðir,Skipagasolía lituð,Gasolía,Sala utan svæðis - flj.,13691,11.842715,2011,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,6964,271
Söludælur,Bjarkarlundur,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,65235,56.428275,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Söludælur,Króksfjarðarnes,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,65353,56.530345000000004,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Söludælur,Reykhólar,380,Reykhólahreppur,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,80457,69.595305,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,271
Söludælur,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,56314,48.71161,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,3795
Söludælur,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,17919,15.499934999999999,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,3795
Bolungarvík,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,67181,58.111565,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,3795
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,183328,158.57872,2011,Önnur notkun,Innanlands,NA,NA,Other uses,6964,3795
Söludælur,Flateyri,425,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala innan svæðis - flj.,7851,6.791115,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Bolungarvík,Flateyri,425,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,2018,1.7455699999999998,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Ísafjörður,Flateyri,425,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,12356,10.687940000000001,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,Sala ekki flutningsjöfnuð,150901,130.529365,2011,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,6964,3795
Reykjavík,Flateyri,425,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,96749,83.687885,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Bolungarvík,Suðureyri,430,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,42072,36.39228,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Ísafjörður,Suðureyri,430,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,1500,1.2975,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Reykjavík,Suðureyri,430,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,76906,66.52369,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Bolungarvík,Þingeyri,470,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,15576,13.47324,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Ísafjörður,Þingeyri,470,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,7002,6.05673,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Reykjavík,Þingeyri,470,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala utan svæðis - flj.,79173,68.484645,2011,Skip og bátar,Innanlands,NA,Litlir bátar,Ships and boats,6964,3795
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,Sala ekki flutningsjöfnuð,388,0.33562000000000003,2011,Skip og bátar,Millilanda,NA,Litlir bátar,Ships and boats,6964,3795
Bolungarvík,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,Sala utan svæðis - flj.,300975,260.343375,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,3795
Bolungarvík,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,Sala utan svæðis - flj.,2320,2.0068,2011,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,6964,3795
Bolungarvík,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Skipagasolía lituð,Gasolía,Sala utan svæðis - flj.,1888464,1633.52136,2011,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,6964,3795
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,47195,40.823675,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,3795
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,MD-olía,Gasolía,Sala innan svæðis - flj.,1540507,1332.5385549999999,2011,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,6964,3795
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,Sala innan svæðis - flj.,78610,67.99765,2011,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,6964,3795
Ísafjörður,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Skipagasolía lituð,Gasolía,Sala innan svæðis - flj.,1481103,1281.1540949999999,2011,Skip og bátar,Innanlands,NA,Stærri skip,Ships and boats,6964,3795
Reykjavík,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,0,0,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,3795
Söludælur,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,1028513,889.663745,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,3795
Söludælur,Ísafjörður,400,Ísafjarðarbær,Vestfirðir,Gasolía,Gasolía,Sala innan svæðis - flj.,363520,314.4448,2011,Samgöngur á landi,Innanlands,NA,NA,Land transport,6964,3795
Bolungarvík,Bolungarvík,415,Bolungarvíkurkaupstaður,Vestfirðir,Gasolía lituð,Gasolía,Sala ekki flutningsjöfnuð,3923,3.393395,2011,Önnur notkun,Millilanda,NA,NA,Other uses,6964,877
Bolungarvík,Bolungarvík,415,Bolungarvíkurkaupstaður,Vestfirðir,Skipagasolía,Gasolía,Sala ekki flutningsjöfnuð,146953,127.114345,2011,Skip og bátar,Millilanda,NA,Stærri skip,Ships and boats,6964,877
