Supply_station,Sale_location,Postal_code,Municipality,Region,Type,Supertype,Sale_type,Quantity,Quantity_tons,Year,Use_category,Domestic_international,Comment,Ship_category,Use_category_eng,Population_region,Population_munic
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,2103815,1577.86125,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,24124,18.093,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,-2193,0,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,200710,192157
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,9330539,6997.90425,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala ekki flutningsjöfnuð,-476,0,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,200710,192157
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,197918,148.4385,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,1806,1.3545,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,200710,192157
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,34686,26.0145,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,21744885,16308.66375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,3145894,2359.4205,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,30401,22.80075,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1506572,1129.929,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,8666,6.4995,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,86873,65.15475,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,11400,8.55,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,2421735,1816.30125,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,2469586,1852.1895,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,18817,14.11275,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1135645,851.73375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,749356,562.017,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1271399,953.54925,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,4101841,3076.38075,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,28969,21.72675,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,802221,601.66575,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,22180857,16635.64275,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,217745,163.30875,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,317093,237.81975,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1735493,1301.61975,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1658052,1243.539,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,2125175,1593.88125,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1293116,969.837,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,485312,363.984,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,426005,319.50375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,33924761,25443.57075,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,128947,96.71025,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín V-power,Bensín,Sala innan svæðis - flj.,109460,82.095,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1016828,762.621,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,17382,13.0365,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,62899,47.17425,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,10073,7.55475,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,192157
Reykjavík,Vogar,190,Sveitarfélagið Vogar,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,1206
Söludælur,Vogar,190,Sveitarfélagið Vogar,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,252112,189.084,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,1206
Reykjavík,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Reykjavík,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,18780,14.085,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Söludælur,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,83427,62.57025,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala ekki flutningsjöfnuð,402,0.3015,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,21359,14091
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,150866,113.1495,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Bensín 98 oct.,Bensín,Sala ekki flutningsjöfnuð,378,0.2835,2010,Samgöngur á landi,Millilanda,NA,NA,Land transport,21359,14091
Reykjavík,Keflavík,230,Reykjanesbær,Suðurnes,Bensín 98 oct.,Bensín,Sala utan svæðis - flj.,1379,1.03425,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Söludælur,Keflavík,230,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,3098053,2323.53975,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Söludælur,Keflavík,230,Reykjanesbær,Suðurnes,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,31290,23.4675,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Grindavík,Grindavík,240,Grindavíkurbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,29104,21.828,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,2837
Reykjavík,Grindavík,240,Grindavíkurbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,2837
Söludælur,Grindavík,240,Grindavíkurbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1173750,880.3125,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,2837
Reykjavík,Sandgerði,245,Suðurnesjabær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,3225
Reykjavík,Sandgerði,245,Suðurnesjabær,Suðurnes,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,5736,4.302,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,3225
Söludælur,Sandgerði,245,Suðurnesjabær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,402686,302.0145,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,3225
Reykjavík,Garður,250,Suðurnesjabær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,3225
Reykjavík,Garður,250,Suðurnesjabær,Suðurnes,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,14643,10.98225,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,3225
Söludælur,Garður,250,Suðurnesjabær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,224125,168.09375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,3225
Reykjavík,Njarðvík,260,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,169122,126.8415,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Söludælur,Njarðvík,260,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1663194,1247.3955,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Söludælur,Njarðvík,260,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,2253178,1689.8835,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Söludælur,Njarðvík,260,Reykjanesbær,Suðurnes,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1835075,1376.30625,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,21359,14091
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,187925,140.94375,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala utan svæðis - flj.,1296,0.972,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,181823,136.36725,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Reykjavík,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1286,0.9645,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,2228756,1671.567,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,22958,17.2185,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Söludælur,Kjalarnes,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,296911,222.68325,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,3483702,2612.7765,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,200710,8553
Reykjavík,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Reykjavík,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,89422,67.0665,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,759522,569.6415,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín V-power,Bensín,Sala innan svæðis - flj.,1185,0.88875,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1927557,1445.66775,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,162343,121.75725,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Söludælur,Akranes,300,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,551467,413.60025,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Söludælur,Ferstikla,301,"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,55159,41.36925,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,7370
Reykjavík,Borgarnes,310,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,84928,63.696,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Reykjavík,Borgarnes,310,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,381088,285.816,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Reykjavík,Borgarnes,310,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 98 oct.,Bensín,Sala utan svæðis - flj.,2582,1.9365,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Borgarnes,310,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,4140202,3105.1515,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Borgarnes,310,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,9439,7.07925,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Reykjavík,Húsafell,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1295,0.97125,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Reykjavík,Reykholt,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Reykjavík,Reykholt,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,11406,8.5545,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Reykjavík,Vegamót á Snæfellsn.,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Reykjavík,Vegamót á Snæfellsn.,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,9003,6.75225,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Baula í Stafholtst.hr.,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,298192,223.644,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Hreðavatn,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,263053,197.28975,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Húsafell,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,32732,24.549,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Reykholt,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,121864,91.398,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Vegamót á Snæfellsn.,311,"Borgarbyggð,Skorradalshreppur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,154313,115.73475,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,3603
Söludælur,Stykkishólmur,340,"Eyja- og Miklaholtshreppur,Sveitarfélagið Stykkishólmur",Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,765982,574.4865,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1294
Reykjavík,Grundarfjörður,350,Grundarfjarðarbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,904
Reykjavík,Grundarfjörður,350,Grundarfjarðarbær,Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,20047,15.03525,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,904
Söludælur,Grundarfjörður,350,Grundarfjarðarbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,208284,156.213,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,904
Söludælur,Grundarfjörður,350,Grundarfjarðarbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,227455,170.59125,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,904
Reykjavík,Ólafsvík,355,Snæfellsbær,Vesturland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,0,0,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1702
Reykjavík,Ólafsvík,355,Snæfellsbær,Vesturland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,29802,22.3515,2010,Samgöngur á landi,Innanlands,NA,NA,Land transport,15567,1702
