Municipality,Region,Fuel_type,Fuel_supertype,Quantity_ton,Year,Use,Use_eng
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olía,Gasolía,16.550044999999997,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,16.513715,2010,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Diesel,Gasolía,574.3030303030304,2019,Framleiðsla og vinnsla málma,Metal production and processing
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,16.326875,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,16.16166,2014,Úrgangur og efnamóttaka,Waste and chemical reception
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,16.051805,2011,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Díselolía,Gasolía,15.876209999999999,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Díselolía,Gasolía,15.876209999999999,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,15.800955,2012,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Olía og bensín,Bensín,13.57275,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,olíunotkun,Gasolía,168.32381,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Reykjanesbær,Suðurnes,Olía og bensín,Bensín,13.44525,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,1443.682,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Reykjanesbær,Suðurnes,Olía og bensín,Bensín,13.2255,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Bensín,Bensín,13.224,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Orkuríkur fljótandi úrgangur,Úrgangsolía,17.54,2010,Efnaiðnaður,Chemical industry
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Olía,Gasolía,15.13058,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,15.051865,2013,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,13.01175,2016,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,12.963,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,14.767280000000001,2012,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,"Bensín (Fx, T, N)",Bensín,12.36525,2013,Framleiðsla og vinnsla málma,Metal production and processing
"Fljótsdalshreppur,Múlaþing",Austurland,Ótilgreind (almenn olíunotkun),Gasolía,14.083065000000001,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Svartolía (1.85%S),Svartolía,1451,2010,Fiskimjölsverksmiðjur,Fishmeal plants
"Fljótsdalshreppur,Múlaþing",Austurland,Bensín,Bensín,11.85525,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Dieselolía,Gasolía,13.03728,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,11.25,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Olía og bensín,Bensín,11.1675,2016,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Bensín,Bensín,338.51162790697674,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,12.46638,2013,Úrgangur og efnamóttaka,Waste and chemical reception
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Dísel (gasoil),Gasolía,12.197365,2016,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,svartolía,Svartolía,14.101,2016,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
Skaftárhreppur,Suðurland,Ótilgreind,Gasolía,11.920565,2016,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín,Bensín,0.53025,2013,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Olía,Gasolía,11.588405,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Langanesbyggð,Norðurland eystra,Svartolía,Svartolía,2000,2015,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Dieselolía,Gasolía,6.529885,2015,Fiskimjölsverksmiðjur,Fishmeal plants
Sveitarfélagið Vogar,Suðurnes,Olíunotkun,Gasolía,11.245,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Olíunotkun,Gasolía,8.251235000000001,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,"Bensín (F.X.,T.N.)",Bensín,9.1725,2014,Framleiðsla og vinnsla málma,Metal production and processing
Fjarðabyggð,Austurland,"Dísillolía (F.X.,T.N.)",Gasolía,10.57895,2014,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olíunotkun,Gasolía,10.534835,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,10.44228,2017,Fiskimjölsverksmiðjur,Fishmeal plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Lífdísill,Lífdíselolía,10.38,2018,Malbikunarstöðvar,Asphalt plants
Reykjanesbær,Suðurnes,Svartolía,Svartolía,268.8,2016,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,10.126555,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,9.939715,2012,Fiskimjölsverksmiðjur,Fishmeal plants
Langanesbyggð,Norðurland eystra,Dieselolía,Gasolía,6.48404,2015,Fiskimjölsverksmiðjur,Fishmeal plants
Skaftárhreppur,Suðurland,Olía,Gasolía,9.716545,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,9.64302,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,8.26875,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lituð vélaolía,Gasolía,9.515,2011,Efnaiðnaður,Chemical industry
Fjarðabyggð,Austurland,Svartolía,Svartolía,500,2016,Fiskimjölsverksmiðjur,Fishmeal plants
Vesturbyggð,Vestfirðir,Bensín,Bensín,7.8405,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Olía,Gasolía,8.92334,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olía notuð í varaafstöð og vinnutæki,Gasolía,8.92334,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísill,Lífdíselolía,8.76937,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Skagafjörður,Norðurland vestra,Olía,Gasolía,8.74169,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Fljótsdalshreppur,Múlaþing",Austurland,Bensínnotkun,Bensín,7.57725,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,"Gasolía/Dísilolía, lituð án olíugjalds",Gasolía,15.508801250000001,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olía,Gasolía,8.690655000000001,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Olíunotkun,Gasolía,8.251235000000001,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,1626,2017,Fiskimjölsverksmiðjur,Fishmeal plants
"Ásahreppur,Rangárþing ytra",Suðurland,Ótilgreind olía,Gasolía,8.336870000000001,2019,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Norðurþing,Tjörneshreppur",Norðurland eystra,"Bensín, hrálóla",Bensín,7.2135,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísill,Lífdíselolía,8.26248,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,Eldsneyti,Bensín,0.147,2020,Efnaiðnaður,Chemical industry
Grindavíkurbær,Suðurnes,Olíunotkun,Gasolía,0.09861,2020,Þauleldi,Sustainable farming
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,8.06872,2011,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,8.064395,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Bensín,Bensín,6.9375,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,7.97357,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,"Bensín, hráolía",Bensín,6.87375,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,olíunotkun,Gasolía,0.02768,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Olíunotkun,Gasolía,4.42534,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Díselolía,Gasolía,7.7158,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,6.621,2010,Úrgangur og efnamóttaka,Waste and chemical reception
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,7.559234999999999,2013,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dieselolía,Gasolía,7.48571,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olía (Dísel (gasoil) og svartolía),Svartolía,8.61,2018,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,886.042,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Langanesbyggð,Norðurland eystra,Svartolía,Svartolía,1000,2016,Fiskimjölsverksmiðjur,Fishmeal plants
Húnabyggð,Norðurland vestra,Díselolía,Gasolía,7.20718,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Díselolía,Gasolía,7.20718,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísill,Lífdíselolía,7.15182,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Diesel,Gasolía,7.07224,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Jarðefnaeldsneyti (Diesel og Bensín),Bensín,6.132,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,"Bensín, hráolía",Bensín,6.06975,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dieselolía,Gasolía,6.946815,2011,Úrgangur og efnamóttaka,Waste and chemical reception
Skaftárhreppur,Suðurland,Ótilgreind,Gasolía,6.79198,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Hráolía,Svartolía,7.747,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vestmannaeyjabær,Suðurland,Dieselolía,Gasolía,6.529885,2016,Fiskimjölsverksmiðjur,Fishmeal plants
Langanesbyggð,Norðurland eystra,Dieselolía,Gasolía,6.48404,2016,Fiskimjölsverksmiðjur,Fishmeal plants
Langanesbyggð,Norðurland eystra,Svartolía,Svartolía,842.202,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Fjarðabyggð,Austurland,Bensín,Bensín,5.62725,2018,Framleiðsla og vinnsla málma,Metal production and processing
Langanesbyggð,Norðurland eystra,Dieselolía,Gasolía,5.4322,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,1848.03,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,555.876,2019,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,5.6055,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,6.40792,2013,Framleiðsla og vinnsla málma,Metal production and processing
Skagafjörður,Norðurland vestra,Ótilgreind,Gasolía,6.39235,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,6.30585,2014,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,6.29201,2012,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,6.273845000000001,2010,Úrgangur og efnamóttaka,Waste and chemical reception
Skaftárhreppur,Suðurland,Olía,Gasolía,6.228,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Bensín,Bensín,5.367,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,6.11555,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Lífdísilolía,Lífdíselolía,6.055,2017,Malbikunarstöðvar,Asphalt plants
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,6.042890000000001,2015,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,5.21475,2014,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Díselolía,Gasolía,5.950335,2019,Fiskimjölsverksmiðjur,Fishmeal plants
Grindavíkurbær,Suðurnes,Eldsneyti,Bensín,1.11525,2019,Efnaiðnaður,Chemical industry
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Dísel,Gasolía,5.89065,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Norðurþing,Tjörneshreppur",Norðurland eystra,"Bensín, hrálóla",Bensín,5.10225,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,5.870755,2016,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín,Bensín,5.079,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía (litluð og ólitluð),Gasolía,0.23843898,2014,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,"Gasolía/Dísilolía, ólituð með olíugjaldi",Gasolía,5.84557485,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,5.82145,2017,Framleiðsla og vinnsla málma,Metal production and processing
Grindavíkurbær,Suðurnes,Olíunotkun,Gasolía,0.43423,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Bensín,Bensín,5.00625,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Olíunotkun,Gasolía,0.15050999999999998,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Sveitarfélagið Hornafjörður,Suðurland,Úrgangsolía,Úrgangsolía,5.265,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olía,Gasolía,137,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Mýrdalshreppur,Suðurland,Díselolía,Gasolía,5.596550000000001,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Bensín,Bensín,4.7205,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Bensín,Bensín,4.7205,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vestmannaeyjabær,Suðurland,Díeselolía,Gasolía,11.301225,2018,Fiskimjölsverksmiðjur,Fishmeal plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Dísel,Gasolía,5.253145,2018,Framleiðsla og vinnsla málma,Metal production and processing
Fjarðabyggð,Austurland,Úrgangsolía,Úrgangsolía,4.86,2018,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,5.01008,2019,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olía,Gasolía,4.984995,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,4.308,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,4.308,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Sveitarfélagið Hornafjörður,Suðurland,Díselolía,Gasolía,4.936555,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Gasolía,Gasolía,4.325,2016,Fiskimjölsverksmiðjur,Fishmeal plants
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olía,Gasolía,4.849189999999999,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,4.197,2013,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,4.8267,2011,Framleiðsla og vinnsla málma,Metal production and processing
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,4.815455,2010,Fiskimjölsverksmiðjur,Fishmeal plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía (fyrir ökutæki/vélar),Gasolía,4.767015000000001,2020,Framleiðsla og vinnsla málma,Metal production and processing
Ísafjarðarbær,Vestfirðir,Díselolía,Gasolía,4.7575,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Bensín,Bensín,4.02675,2017,Framleiðsla og vinnsla málma,Metal production and processing
"Fljótsdalshreppur,Múlaþing",Austurland,Gasolía,Gasolía,2.1625,2016,Fiskimjölsverksmiðjur,Fishmeal plants
Grindavíkurbær,Suðurnes,Olía,Gasolía,4.23331,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Eldsneyti,Bensín,2.148,2018,Efnaiðnaður,Chemical industry
Reykjanesbær,Suðurnes,Gasolía,Gasolía,2.1625,2016,Fiskimjölsverksmiðjur,Fishmeal plants
Sveitarfélagið Vogar,Suðurnes,olíunotkun,Gasolía,4.372574999999999,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Díselolía,Gasolía,4.325,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Ísafjarðarbær,Vestfirðir,Díselolía,Gasolía,4.325,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Fljótsdalshreppur,Múlaþing",Austurland,Svartolía,Svartolía,1381.077,2017,Fiskimjölsverksmiðjur,Fishmeal plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Própan gas,Gas,114,2015,Framleiðsla og vinnsla málma,Metal production and processing
Sveitarfélagið Hornafjörður,Suðurland,Díselolía,Gasolía,4.28867,2016,Fiskimjölsverksmiðjur,Fishmeal plants
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Díselolía,Gasolía,4.253205,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Ótilgreind (almenn olíunotkun),Gasolía,0.793205,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía (akstur Hringrás ehf.),Gasolía,4.203035,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,Ekki tilgreint,Gasolía,5.898434999999999,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Olía,Gasolía,4.1736423,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,3.612,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Svartolía,Svartolía,575.575,2017,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olíunotkun,Gasolía,4.118265,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Svartolía,Svartolía,10.66,2017,Fiskimjölsverksmiðjur,Fishmeal plants
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín,Bensín,3.513,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Skaftárhreppur,Suðurland,Olíunotkun,Gasolía,4.02225,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díeselolía,Gasolía,3.979,2011,Úrgangur og efnamóttaka,Waste and chemical reception
Sveitarfélagið Vogar,Suðurnes,Ótilgreind,Gasolía,3.891635,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Sveitarfélagið Vogar,Suðurnes,Ótilgreind,Gasolía,3.88904,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Gasolía,Gasolía,4.550765,2017,Fiskimjölsverksmiðjur,Fishmeal plants
Grindavíkurbær,Suðurnes,Bensín,Bensín,2.628,2017,Efnaiðnaður,Chemical industry
Vestmannaeyjabær,Suðurland,Gasolía,Gasolía,3.6373249999999997,2014,Fiskimjölsverksmiðjur,Fishmeal plants
