Municipality,Region,Fuel_type,Fuel_supertype,Quantity_ton,Year,Use,Use_eng
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,olíunotkun,Gasolía,5.609525,2019,Þauleldi,Sustainable farming
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díeselolía,Gasolía,622,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olía,Gasolía,213,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,Diesel,Gasolía,106,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipa- og flotaolía,Gasolía,473.5321998842749,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,843.4272287000001,2016,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,740,2017,Malbikunarstöðvar,Asphalt plants
Mosfellsbær,Höfuðborgarsvæðið,Olíunotkun,Gasolía,0.08390500000000001,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flotolía (DMA),Gasolía,567,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.08044499999999999,2011,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,137.9471615664,2016,Malbikunarstöðvar,Asphalt plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Úrgangsolía,Úrgangsolía,0.6,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,1214.78697865,2017,Malbikunarstöðvar,Asphalt plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 oktan sjálfsafgreiðsla,Bensín,0.06855000000000001,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,830,2018,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,770,2019,Malbikunarstöðvar,Asphalt plants
Mosfellsbær,Höfuðborgarsvæðið,Olíunotkun,Gasolía,0.076985,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,286.39030281720005,2017,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,1302.9062413499998,2018,Malbikunarstöðvar,Asphalt plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.0692,2014,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,253.40293809480002,2018,Malbikunarstöðvar,Asphalt plants
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Própangas,Gas,62,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própangas,Gas,77,2019,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía (Dísilolía),Gasolía,403.80102999999997,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Flotolía,Gasolía,112.45,2020,Þauleldi,Sustainable farming
"Norðurþing,Tjörneshreppur",Norðurland eystra,Díselolía sjálfsafgreiðsla,Gasolía,0.06459820000000001,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Svartolía,Svartolía,1803,2019,Framleiðsla og vinnsla málma,Metal production and processing
Mosfellsbær,Höfuðborgarsvæðið,Olíunotkun,Gasolía,0.06228,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,1088.90231765,2019,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,236.90925573360005,2019,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,242.90695841040005,2020,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,893.7810931,2020,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flotolía (DMA),Gasolía,1510,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olía,Gasolía,110.944035,2020,Þauleldi,Sustainable farming
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 okt sjálfsafgreiðsla,Bensín,0.0423225,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vopnafjarðarhreppur,Austurland,MGO (Marine Gas Oil),Gasolía,464,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,696,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olíu- og smurefni,Smurolía,0.04498,2018,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Olíunotkun,Gasolía,0.038924999999999994,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Skagafjörður,Norðurland vestra,Ótilgreind,Gasolía,0.0346,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Grindavíkurbær,Suðurnes,Olía,Gasolía,2.869205,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olíu- og smurefni,Smurolía,0.033735,2016,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
Reykjanesbær,Suðurnes,Díselolía og bensín,Gasolía,33.05,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Ótilgreind,Gasolía,3.389935,2020,Þauleldi,Sustainable farming
Grindavíkurbær,Suðurnes,Olíuvörur,Smurolía,0.21971000000000002,2011,Efnaiðnaður,Chemical industry
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Olíuhreinsir,Smurolía,0.026815000000000002,2011,Framleiðsla og vinnsla málma,Metal production and processing
Vestmannaeyjabær,Suðurland,Díeselolía,Gasolía,84.71550500000001,2020,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Svartolía,Svartolía,97.936,2020,Fiskimjölsverksmiðjur,Fishmeal plants
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olíu- og smurefni,Smurolía,0.0173,2011,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
Vesturbyggð,Vestfirðir,Própangas,Gas,18.5,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Reykjanesbær,Suðurnes,Bensín,Bensín,0.01275,2013,Úrgangur og efnamóttaka,Waste and chemical reception
Langanesbyggð,Norðurland eystra,Svartolía,Svartolía,749.04,2020,Fiskimjölsverksmiðjur,Fishmeal plants
Vesturbyggð,Vestfirðir,Própangas,Gas,12,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Própangas,Gas,10.2,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Olíusíur (brennsla spilliefna),Gasolía,0.009,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Mótorolía,Gasolía,0.007785,2016,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísill,Lífdíselolía,8.92,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Grindavíkurbær,Suðurnes,olíunotkun,Gasolía,8.588584999999998,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,7.4,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísill,Lífdíselolía,7.3,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísill,Lífdíselolía,7.28,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,6.62,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,5.6,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,5.44,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,5.2,2014,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Bensín,Bensín,0.00375,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía til uppkveikju,Gasolía,5,2010,Efnaiðnaður,Chemical industry
Vesturbyggð,Vestfirðir,Própangas,Gas,4,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.8,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.5,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,2.3,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía,Gasolía,2,2011,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,1.9,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Díselolía,Gasolía,0.001,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín,Bensín,0.9,2018,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipa- og flotaolía,Gasolía,494.0934664581973,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Própangas,Gas,33,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Própangas,Gas,63,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dieselolía,Gasolía,130,2010,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Skipagasolía,Gasolía,370,2010,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Brennsluolía,Svartolía,800,2020,Malbikunarstöðvar,Asphalt plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,180,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,190,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,200,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,220,2014,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,230,2015,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,250,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,"Díselolía (lituð, ólituð og bensín)",Gasolía,280,2020,Úrgangur og efnamóttaka,Waste and chemical reception
Langanesbyggð,Norðurland eystra,Gasolía lituð,Gasolía,351.64383561643837,2010,Landbúnaður,Agriculture
Þingeyjarsveit,Norðurland eystra,Gasolía lituð,Gasolía,722.925794465088,2010,Landbúnaður,Agriculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía lituð,Gasolía,363.91940731702806,2010,Landbúnaður,Agriculture
Dalvíkurbyggð,Norðurland eystra,Gasolía lituð,Gasolía,326.8135433420221,2010,Landbúnaður,Agriculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,360,2010,Húshitun / Raforkuframleiðsla,Domestic Heating / Power Generation
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,1470.0872941045977,2010,Landbúnaður,Agriculture
"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Gasolía lituð,Gasolía,264.7671232876712,2010,Landbúnaður,Agriculture
Bolungarvíkurkaupstaður,Vestfirðir,Gasolía lituð,Gasolía,19.975893368827762,2010,Landbúnaður,Agriculture
Fjallabyggð,Norðurland eystra,Gasolía lituð,Gasolía,7.23972602739726,2010,Landbúnaður,Agriculture
Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,215.96352577967576,2010,Landbúnaður,Agriculture
Vesturbyggð,Vestfirðir,Gasolía lituð,Gasolía,136.23162886140537,2010,Landbúnaður,Agriculture
Súðavíkurhreppur,Vestfirðir,Gasolía lituð,Gasolía,31.50613757787514,2010,Landbúnaður,Agriculture
Reykhólahreppur,Vestfirðir,Gasolía lituð,Gasolía,165.01885641395376,2010,Landbúnaður,Agriculture
Dalabyggð,Vesturland,Gasolía lituð,Gasolía,448.4387074113102,2010,Landbúnaður,Agriculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía lituð,Gasolía,1050.8726822324516,2010,Landbúnaður,Agriculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,199.6054018079973,2010,Landbúnaður,Agriculture
"Eyja- og Miklaholtshreppur,Sveitarfélagið Stykkishólmur",Vesturland,Gasolía lituð,Gasolía,124.14587839461669,2010,Landbúnaður,Agriculture
Grundarfjarðarbær,Vesturland,Gasolía lituð,Gasolía,19.975893368827762,2010,Landbúnaður,Agriculture
Snæfellsbær,Vesturland,Gasolía lituð,Gasolía,82.45080694359714,2010,Landbúnaður,Agriculture
Húnaþing vestra,Norðurland vestra,Gasolía lituð,Gasolía,633.5283678109922,2010,Landbúnaður,Agriculture
Húnabyggð,Norðurland vestra,Gasolía lituð,Gasolía,819.0967685282754,2010,Landbúnaður,Agriculture
Sveitarfélagið Skagaströnd,Norðurland vestra,Gasolía lituð,Gasolía,7.23972602739726,2010,Landbúnaður,Agriculture
Skagafjörður,Norðurland vestra,Gasolía lituð,Gasolía,1418.2926164198698,2010,Landbúnaður,Agriculture
Vopnafjarðarhreppur,Austurland,Gasolía lituð,Gasolía,165.01885641395376,2010,Landbúnaður,Agriculture
Fjarðabyggð,Austurland,Gasolía lituð,Gasolía,247.75858244135102,2010,Landbúnaður,Agriculture
Mýrdalshreppur,Suðurland,Gasolía lituð,Gasolía,164.25119701255247,2010,Landbúnaður,Agriculture
Skaftárhreppur,Suðurland,Gasolía lituð,Gasolía,440.1828794853308,2010,Landbúnaður,Agriculture
Rangárþing eystra,Suðurland,Gasolía lituð,Gasolía,879.4724825763038,2010,Landbúnaður,Agriculture
"Ásahreppur,Rangárþing ytra",Suðurland,Gasolía lituð,Gasolía,458.736509345017,2010,Landbúnaður,Agriculture
"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Gasolía lituð,Gasolía,888.5866932874866,2010,Landbúnaður,Agriculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Gasolía lituð,Gasolía,49.96904405375926,2010,Landbúnaður,Agriculture
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Gasolía lituð,Gasolía,673.6978906697724,2010,Landbúnaður,Agriculture
Grindavíkurbær,Suðurnes,Gasolía lituð,Gasolía,7.23972602739726,2010,Landbúnaður,Agriculture
Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,0,2010,Landbúnaður,Agriculture
Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,170,2010,Flugvallarstarfsemi,Airport Operations
Suðurnesjabær,Suðurnes,Gasolía lituð,Gasolía,7.23972602739726,2010,Landbúnaður,Agriculture
Sveitarfélagið Vogar,Suðurnes,Gasolía lituð,Gasolía,7.23972602739726,2010,Landbúnaður,Agriculture
Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,19.975893368827762,2010,Landbúnaður,Agriculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,48.934797478416804,2010,Landbúnaður,Agriculture
Sveitarfélagið Hornafjörður,Suðurland,Gasolía lituð,Gasolía,440.1828794853308,2010,Landbúnaður,Agriculture
Vestmannaeyjabær,Suðurland,Gasolía lituð,Gasolía,0,2010,Landbúnaður,Agriculture
"Fljótsdalshreppur,Múlaþing",Austurland,Gasolía lituð,Gasolía,1102.2500323516906,2010,Landbúnaður,Agriculture
